acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,acc10,acc11,acc12,acc13,acc14,acc15,simbology
3, -24, 23, 4, 35, 3, -1, 33, -7, -7, 28, -18, -1, 34, -2,H
5, -22, 23, 5, 32, 3, 0, 31, -5, -7, 25, -17, -3, 33, -1,H
6, -18, 24, 6, 33, -1, 0, 31, -6, -7, 25, -17, -2, 32, -2,H
6, -21, 24, 5, 32, 0, 0, 30, -7, -6, 25, -17, -2, 31, -2,H
5, -21, 24, 5, 32, 0, 0, 30, -7, -6, 25, -18, -1, 31, -3,H
6, -21, 25, 5, 32, 1, -1, 31, -6, -7, 25, -17, -2, 32, -2,H
6, -20, 25, 6, 31, -1, 0, 30, -7, -6, 25, -17, -2, 31, -2,H
6, -19, 25, 5, 31, 0, 0, 30, -8, -6, 25, -18, -1, 31, -3,H
5, -20, 26, 5, 32, -1, 0, 30, -7, -6, 25, -18, -2, 31, -2,H
6, -19, 26, 6, 32, -1, 0, 30, -8, -6, 25, -18, -1, 32, -4,H
6, -20, 26, 5, 32, -1, 0, 30, -7, -6, 25, -18, -1, 32, -3,H
6, -18, 25, 5, 32, -1, 0, 30, -8, -6, 25, -18, -1, 31, -4,H
5, -20, 25, 5, 33, 0, 0, 31, -7, -7, 25, -17, -2, 31, -2,H
6, -20, 25, 5, 32, 0, -1, 30, -6, -7, 25, -17, -2, 31, -3,H
4, -21, 25, 5, 32, 0, 0, 30, -8, -5, 24, -19, 1, 32, -5,H
5, -21, 25, 5, 32, 1, 0, 30, -7, -6, 24, -18, -1, 32, -4,H
6, -19, 25, 5, 32, 0, 0, 30, -7, -7, 24, -18, -2, 31, -4,H
5, -20, 24, 5, 32, 1, 0, 30, -7, -6, 24, -17, -2, 31, -3,H
5, -22, 24, 5, 32, 1, -1, 30, -7, -7, 25, -18, -3, 31, -3,H
5, -21, 23, 5, 32, 1, -1, 30, -6, -7, 25, -18, -2, 31, -3,H
5, -20, 23, 5, 32, 1, 0, 31, -7, -7, 25, -18, -2, 31, -3,H
4, -23, 22, 7, 34, 2, -1, 31, -6, -7, 25, -19, -1, 31, -4,H
5, -24, 22, 6, 30, 2, 0, 28, -6, -6, 23, -17, -1, 30, -3,H
5, -23, 21, 5, 32, 2, 0, 31, -6, -7, 25, -16, -3, 31, -2,H
4, -24, 21, 5, 31, 1, 0, 30, -6, -6, 24, -17, -2, 31, -3,H
4, -25, 21, 5, 32, 2, 0, 30, -6, -7, 25, -17, -2, 31, -3,H
5, -23, 21, 6, 32, 2, 0, 31, -6, -8, 25, -17, -4, 32, -2,H
4, -24, 21, 5, 32, 1, 0, 30, -6, -7, 25, -17, -2, 31, -3,H
5, -24, 21, 5, 32, 2, -1, 31, -6, -7, 25, -17, -2, 32, -2,H
5, -24, 21, 5, 32, 2, 0, 32, -5, -8, 26, -18, -3, 32, -2,H
4, -23, 22, 5, 32, 2, 0, 30, -7, -7, 25, -18, -2, 31, -3,H
4, -24, 21, 5, 32, 1, 0, 30, -7, -6, 25, -17, -2, 31, -3,H
4, -22, 22, 5, 32, 1, 0, 31, -7, -7, 25, -17, -3, 31, -3,H
4, -24, 21, 5, 33, 2, -1, 31, -6, -7, 26, -17, -3, 32, -3,H
4, -27, 21, 5, 31, 1, 0, 30, -6, -6, 25, -18, -2, 31, -3,H
4, -25, 20, 5, 32, 2, 0, 31, -5, -8, 26, -16, -4, 31, -1,H
5, -23, 19, 6, 32, 1, 0, 31, -6, -7, 25, -18, -3, 32, -2,H
5, -26, 17, 5, 32, 3, -1, 31, -5, -8, 25, -17, -3, 32, -2,H
3, -27, 18, 5, 31, 2, 0, 30, -5, -7, 24, -17, -2, 32, -3,H
3, -28, 18, 5, 31, 3, 0, 30, -6, -7, 25, -17, -3, 31, -3,H
3, -27, 17, 5, 32, 2, -1, 30, -6, -7, 25, -17, -3, 31, -2,H
4, -27, 18, 5, 32, 2, 0, 31, -6, -7, 25, -17, -3, 31, -3,H
4, -26, 18, 5, 32, 2, -1, 31, -6, -7, 25, -17, -3, 31, -2,H
4, -26, 18, 5, 32, 2, -1, 31, -6, -7, 25, -17, -3, 31, -2,H
4, -26, 18, 5, 32, 3, -1, 31, -5, -7, 25, -17, -3, 31, -2,H
4, -25, 19, 5, 33, 2, -1, 32, -6, -8, 26, -17, -4, 32, -2,H
4, -26, 18, 5, 32, 2, -1, 30, -5, -7, 25, -17, -2, 31, -2,H
4, -25, 19, 5, 31, 1, 0, 30, -6, -6, 24, -17, -2, 31, -3,H
4, -26, 18, 5, 32, 2, -1, 31, -5, -7, 25, -17, -3, 31, -2,H
4, -26, 18, 5, 32, 2, 0, 31, -6, -7, 25, -17, -2, 31, -3,H
4, -26, 19, 5, 32, 1, 0, 30, -6, -7, 25, -18, -3, 31, -3,H
4, -25, 18, 5, 32, 2, -1, 31, -6, -7, 25, -17, -3, 31, -3,H
4, -26, 19, 5, 32, 2, -1, 31, -6, -7, 25, -18, -3, 31, -2,H
4, -26, 18, 5, 32, 1, -1, 31, -6, -7, 25, -17, -3, 31, -3,H
4, -25, 18, 5, 31, 1, -1, 30, -7, -7, 24, -17, -2, 31, -2,H
4, -26, 18, 5, 32, 3, -1, 31, -6, -7, 25, -17, -3, 31, -2,H
5, -26, 19, 6, 32, 2, -1, 31, -6, -6, 25, -17, -3, 31, -2,H
5, -26, 19, 5, 32, 2, -1, 31, -6, -7, 25, -17, -3, 33, -2,H
4, -25, 19, 5, 32, 1, -1, 30, -6, -6, 24, -17, -2, 31, -3,H
4, -26, 19, 5, 32, 1, -1, 31, -6, -6, 25, -17, -2, 31, -2,H
3, -26, 21, 5, 31, -1, 0, 29, -9, -4, 23, -20, 1, 31, -5,H
4, -24, 21, 5, 32, -1, -1, 30, -9, -5, 24, -19, 0, 32, -4,H
4, -25, 21, 4, 32, -1, -1, 30, -9, -5, 24, -19, 0, 31, -4,H
4, -26, 22, 5, 30, -2, 0, 27, -11, -2, 22, -21, 4, 31, -7,H
3, -23, 24, 4, 31, -3, -1, 27, -12, -1, 22, -22, 5, 31, -7,H
3, -23, 24, 4, 30, -4, 0, 27, -13, -1, 22, -22, 5, 31, -7,H
3, -21, 25, 4, 31, -4, -1, 28, -14, -1, 22, -22, 5, 31, -7,H
4, -20, 26, 4, 31, -5, -1, 28, -14, -1, 22, -22, 4, 31, -6,H
3, -19, 26, 4, 32, -5, -2, 29, -14, -2, 23, -22, 3, 31, -6,H
4, -14, 25, 5, 29, -5, 2, 30, -15, -2, 24, -22, 3, 31, -6,H
5, -16, 27, 4, 32, -5, -1, 28, -14, -1, 23, -22, 3, 32, -6,H
4, -12, 28, 4, 31, -7, -1, 27, -15, 0, 22, -21, 3, 30, -6,H
3, -14, 29, 3, 32, -6, -2, 28, -15, -1, 22, -22, 5, 31, -6,H
4, -12, 29, 4, 31, -8, -1, 27, -16, 0, 22, -22, 5, 30, -7,H
4, -13, 29, 4, 32, -7, -1, 28, -15, 0, 23, -22, 5, 31, -6,H
4, -11, 27, 4, 33, -6, -1, 30, -14, -3, 24, -20, 2, 31, -4,H
6, -17, 24, 4, 32, 0, -2, 31, -7, -7, 25, -17, -2, 32, -1,H
7, -22, 19, 3, 32, 9, -4, 33, 0, -15, 26, -12, -11, 32, 2,H
4, -19, 22, 3, 33, 5, -2, 32, -3, -11, 25, -15, -7, 30, 0,H
4, -27, 22, 5, 29, 6, 0, 28, -4, -6, 23, -16, -2, 30, -4,H
3, -23, 23, 3, 31, 5, -3, 31, -3, -10, 26, -15, -7, 30, -1,H
5, -21, 22, 4, 31, 6, -2, 30, -3, -10, 25, -14, -7, 30, -1,H
3, -22, 23, 3, 32, 7, -3, 31, -2, -10, 26, -15, -7, 32, -1,H
4, -22, 23, 3, 32, 6, -3, 31, -3, -10, 26, -15, -7, 31, -1,H
4, -22, 23, 3, 32, 5, -2, 31, -3, -10, 25, -15, -7, 30, -2,H
3, -22, 23, 3, 32, 5, -3, 32, -4, -10, 26, -15, -7, 30, -3,H
4, -21, 23, 4, 31, 5, -2, 31, -4, -9, 25, -16, -6, 31, -2,H
4, -22, 23, 3, 32, 5, -2, 31, -3, -10, 25, -16, -6, 31, -2,H
2, -24, 24, 3, 32, 5, -2, 31, -4, -10, 25, -16, -6, 31, -2,H
4, -22, 23, 3, 32, 5, -3, 31, -3, -10, 25, -15, -7, 30, -2,H
3, -21, 24, 3, 31, 4, -3, 31, -4, -10, 25, -16, -6, 30, -2,H
4, -22, 24, 3, 33, 5, -3, 32, -4, -10, 26, -16, -7, 31, -1,H
2, -24, 23, 3, 32, 4, -2, 32, -4, -9, 26, -16, -5, 32, -2,H
35, 3, 6, 16, 11, 26, 17, 13, 25, 24, 7, 19, 31, 15, 3,I
34, 4, 7, 16, 12, 26, 15, 14, 25, 22, 9, 22, 28, 14, 8,I
33, 4, 8, 17, 13, 25, 18, 14, 24, 25, 9, 20, 30, 15, 5,I
32, 1, 7, 16, 13, 25, 15, 15, 24, 23, 10, 21, 29, 15, 6,I
34, 3, 7, 15, 13, 26, 14, 15, 25, 21, 10, 23, 26, 11, 9,I
32, 3, 8, 16, 13, 25, 16, 15, 24, 23, 9, 20, 28, 14, 6,I
31, 4, 8, 18, 12, 25, 18, 14, 24, 25, 8, 19, 30, 15, 4,I
33, 1, 7, 15, 13, 26, 15, 15, 25, 22, 10, 21, 28, 15, 8,I
34, 3, 7, 16, 12, 26, 16, 14, 24, 23, 9, 20, 28, 14, 6,I
34, 1, 7, 17, 13, 26, 18, 14, 24, 24, 9, 18, 29, 15, 6,I
32, 2, 8, 18, 13, 25, 18, 14, 23, 25, 10, 18, 29, 16, 5,I
33, 1, 7, 16, 13, 26, 17, 15, 24, 23, 11, 19, 28, 16, 6,I
33, 1, 7, 16, 13, 26, 17, 14, 24, 24, 10, 19, 29, 15, 6,I
34, 0, 7, 16, 14, 26, 17, 14, 24, 24, 11, 19, 28, 15, 6,I
32, 1, 8, 17, 13, 25, 18, 14, 24, 25, 10, 18, 29, 16, 5,I
33, 1, 8, 16, 13, 25, 18, 15, 24, 25, 11, 19, 29, 16, 5,I
32, 1, 8, 17, 13, 25, 18, 14, 24, 25, 10, 18, 29, 16, 5,I
33, 1, 8, 16, 13, 26, 18, 14, 24, 24, 10, 19, 29, 16, 5,I
33, 2, 7, 16, 13, 25, 18, 14, 24, 24, 11, 19, 28, 15, 5,I
33, 0, 8, 16, 14, 25, 17, 15, 24, 24, 11, 19, 28, 16, 6,I
33, 2, 7, 16, 13, 26, 17, 14, 24, 24, 11, 19, 29, 16, 6,I
33, 2, 8, 16, 13, 26, 17, 15, 24, 23, 11, 19, 27, 16, 6,I
34, 3, 6, 16, 12, 26, 17, 14, 25, 23, 10, 20, 28, 15, 6,I
33, 1, 7, 16, 13, 25, 17, 14, 24, 23, 11, 19, 27, 14, 6,I
33, 2, 8, 16, 13, 25, 17, 15, 24, 24, 11, 19, 28, 15, 6,I
33, 2, 8, 17, 13, 25, 17, 14, 24, 23, 11, 19, 28, 16, 6,I
34, 2, 7, 16, 12, 26, 17, 14, 25, 23, 10, 19, 28, 15, 6,I
32, 1, 8, 16, 13, 25, 18, 14, 24, 25, 11, 18, 29, 16, 5,I
33, 1, 6, 15, 12, 26, 16, 15, 24, 24, 11, 19, 30, 17, 5,I
33, 2, 6, 17, 11, 25, 18, 12, 24, 24, 8, 18, 29, 13, 4,I
33, 1, 9, 17, 14, 25, 18, 16, 23, 24, 12, 18, 28, 17, 6,I
33, 0, 4, 14, 11, 27, 16, 12, 26, 24, 9, 21, 30, 13, 6,I
32, 0, 6, 12, 14, 25, 13, 15, 24, 20, 12, 21, 26, 15, 11,I
33, -3, 5, 12, 14, 26, 13, 15, 25, 20, 12, 21, 27, 14, 9,I
32, 1, 8, 16, 14, 26, 17, 15, 24, 24, 12, 20, 29, 15, 6,I
34, -1, 5, 14, 12, 27, 15, 14, 25, 23, 10, 20, 29, 13, 6,I
33, 1, 8, 16, 13, 25, 17, 15, 23, 24, 11, 18, 27, 14, 6,I
31, 0, 11, 17, 16, 23, 19, 17, 21, 26, 14, 16, 28, 21, 4,I
33, 3, 10, 19, 14, 24, 20, 15, 22, 26, 12, 17, 27, 18, 4,I
32, 2, 7, 14, 14, 24, 16, 15, 23, 24, 11, 18, 29, 18, 2,I
31, 0, 7, 17, 11, 25, 18, 13, 23, 25, 9, 17, 28, 15, -1,I
33, 4, 9, 19, 12, 23, 20, 13, 22, 26, 8, 15, 28, 15, -2,I
31, 0, 12, 21, 16, 21, 23, 16, 20, 29, 11, 13, 28, 19, -4,I
32, -1, 10, 18, 15, 22, 20, 16, 20, 28, 12, 14, 27, 19, -2,I
32, 2, 9, 19, 14, 23, 20, 14, 21, 26, 10, 15, 27, 16, -1,I
31, 0, 11, 19, 14, 22, 21, 15, 20, 28, 10, 14, 28, 17, -4,I
32, 1, 10, 19, 14, 23, 20, 14, 22, 27, 10, 15, 28, 17, -3,I
33, 1, 10, 18, 15, 23, 20, 15, 21, 27, 10, 14, 28, 18, -4,I
32, 0, 10, 19, 14, 23, 20, 14, 21, 28, 10, 14, 28, 17, -4,I
32, 0, 10, 19, 15, 22, 21, 15, 21, 28, 10, 14, 28, 17, -4,I
32, 1, 10, 19, 15, 22, 20, 15, 21, 27, 10, 14, 28, 17, -3,I
32, 0, 11, 19, 15, 22, 20, 15, 21, 27, 10, 14, 28, 17, -3,I
32, 2, 10, 19, 14, 22, 19, 15, 21, 26, 10, 15, 28, 16, -1,I
33, 1, 10, 19, 15, 22, 20, 15, 21, 27, 10, 15, 28, 16, -2,I
32, 1, 11, 19, 15, 22, 21, 15, 21, 28, 10, 15, 28, 17, -3,I
32, 1, 10, 19, 14, 23, 19, 15, 22, 27, 10, 15, 29, 16, -2,I
32, 0, 10, 18, 15, 22, 19, 16, 20, 26, 11, 15, 28, 16, 0,I
34, 0, 10, 19, 14, 22, 18, 16, 20, 23, 11, 17, 26, 15, 6,I
31, 0, 11, 19, 16, 21, 19, 18, 20, 26, 13, 16, 29, 17, 0,I
32, 0, 11, 19, 15, 22, 19, 16, 21, 25, 12, 17, 29, 16, 2,I
32, 0, 10, 18, 16, 22, 19, 17, 21, 25, 12, 17, 29, 16, 3,I
32, 0, 10, 19, 16, 22, 19, 17, 21, 24, 13, 17, 29, 17, 3,I
31, -1, 11, 19, 16, 22, 19, 17, 20, 26, 12, 16, 29, 17, 2,I
32, 1, 11, 19, 16, 22, 18, 17, 21, 24, 13, 17, 28, 15, 3,I
32, -1, 11, 18, 16, 22, 19, 17, 21, 25, 13, 16, 28, 16, 2,I
32, 0, 11, 19, 16, 22, 19, 17, 21, 25, 13, 16, 29, 17, 4,I
32, 0, 10, 18, 15, 22, 19, 16, 21, 24, 12, 17, 28, 15, 4,I
32, -2, 10, 17, 16, 22, 17, 17, 21, 24, 13, 17, 28, 16, 5,I
32, -1, 11, 19, 15, 22, 19, 16, 21, 25, 13, 16, 28, 16, 4,I
32, -4, 9, 18, 16, 22, 18, 16, 21, 25, 12, 15, 28, 18, 3,I
33, -2, 5, 15, 15, 23, 18, 16, 22, 25, 13, 16, 26, 18, 3,I
32, -8, 1, 18, 18, 22, 19, 18, 20, 26, 15, 13, 24, 23, 1,I
34, -8, 0, 19, 18, 20, 19, 19, 18, 25, 16, 12, 22, 21, 3,I
33, -8, -3, 17, 19, 21, 18, 20, 19, 24, 17, 11, 23, 24, 1,I
33, -7, 0, 18, 19, 21, 18, 20, 19, 24, 18, 12, 22, 23, 6,I
32, -9, 3, 16, 18, 22, 17, 19, 19, 25, 17, 11, 23, 21, 4,I
32, -11, 7, 14, 19, 22, 15, 20, 20, 24, 17, 12, 23, 21, 5,I
33, -8, 9, 14, 18, 23, 15, 19, 21, 23, 17, 13, 22, 21, 6,I
30, -9, 11, 14, 19, 23, 16, 20, 20, 24, 18, 12, 24, 21, 5,I
30, -10, 11, 14, 19, 23, 16, 20, 20, 24, 19, 12, 23, 22, 6,I
31, -8, 10, 14, 19, 23, 15, 20, 21, 23, 18, 13, 24, 22, 6,I
31, -10, 10, 14, 19, 23, 15, 20, 20, 24, 18, 12, 24, 22, 6,I
31, -10, 10, 14, 19, 23, 16, 20, 20, 24, 18, 12, 23, 21, 6,I
30, -11, 10, 13, 19, 23, 15, 21, 20, 24, 19, 13, 23, 23, 6,I
29, -8, 12, 16, 20, 21, 17, 20, 19, 25, 19, 12, 24, 22, 6,I
32, -9, 9, 14, 16, 24, 15, 18, 21, 23, 15, 15, 24, 23, 6,I
32, -5, 7, 16, 14, 25, 17, 16, 23, 24, 12, 17, 27, 17, 2,I
32, -6, 8, 14, 18, 24, 15, 20, 23, 22, 17, 19, 25, 19, 7,I
30, -3, 8, 16, 15, 23, 17, 17, 22, 25, 14, 17, 26, 20, 6,I
31, 2, 8, 20, 14, 23, 20, 15, 21, 26, 13, 16, 26, 21, 5,I
34, -2, 5, 17, 11, 25, 19, 13, 24, 25, 9, 16, 27, 17, 1,I
33, -3, 6, 16, 14, 25, 17, 15, 23, 25, 12, 17, 26, 19, 5,I
31, -5, 6, 16, 14, 24, 18, 15, 22, 26, 12, 15, 27, 21, 2,I
36, -1, 3, 17, 18, 22, 20, 18, 21, 26, 15, 14, 24, 23, 4,I
35, -2, 6, 20, 16, 22, 20, 16, 20, 26, 14, 13, 22, 23, 4,I
33, 3, 7, 18, 16, 20, 20, 16, 18, 25, 15, 11, 20, 26, 6,I
32, 2, 8, 20, 17, 22, 20, 16, 21, 26, 13, 14, 16, 20, 7,I
32, -5, 5, 16, 19, 20, 16, 19, 20, 23, 16, 15, 22, 25, 7,I
35, -6, -1, 17, 16, 23, 17, 17, 22, 23, 14, 15, 23, 20, 6,I
33, -6, -1, 19, 16, 22, 18, 17, 21, 24, 15, 15, 23, 21, 6,I
34, -9, 0, 18, 17, 22, 17, 18, 21, 24, 15, 15, 23, 22, 6,I
33, -8, 0, 16, 18, 23, 16, 19, 21, 22, 16, 16, 21, 20, 8,I
32, -7, 0, 16, 18, 22, 16, 19, 22, 24, 16, 16, 23, 21, 6,I
31, -10, 0, 16, 18, 22, 17, 18, 21, 25, 15, 15, 26, 21, 4,I
32, -9, 0, 16, 18, 22, 16, 19, 21, 23, 15, 16, 25, 20, 6,I
32, -9, 0, 16, 18, 22, 15, 19, 21, 22, 16, 17, 25, 19, 8,I
33, -7, 2, 17, 18, 22, 16, 19, 21, 23, 16, 17, 25, 20, 6,I
32, -8, 1, 16, 17, 22, 16, 19, 22, 23, 15, 16, 25, 20, 7,I
33, -8, 0, 16, 18, 23, 16, 19, 22, 23, 16, 17, 25, 19, 7,I
33, -8, 1, 17, 17, 23, 15, 18, 22, 22, 15, 17, 25, 19, 7,I
33, -8, 1, 16, 18, 23, 15, 19, 22, 22, 16, 17, 25, 20, 7,I
33, -8, 1, 16, 18, 23, 16, 19, 22, 22, 16, 17, 26, 19, 7,I
33, -9, 0, 16, 18, 23, 16, 19, 22, 23, 15, 16, 26, 19, 6,I
32, -9, 1, 16, 18, 22, 16, 19, 21, 23, 16, 16, 26, 19, 6,I
31, -9, 1, 16, 18, 22, 17, 18, 21, 24, 16, 16, 26, 22, 6,I
33, -9, 1, 16, 18, 23, 15, 19, 22, 22, 16, 17, 25, 18, 7,I
33, -8, 1, 16, 17, 23, 16, 19, 22, 22, 15, 18, 26, 18, 8,I
34, -4, 2, 18, 17, 23, 17, 17, 23, 24, 14, 19, 28, 17, 6,I
34, -3, 3, 19, 14, 22, 19, 15, 22, 25, 12, 16, 28, 17, 4,I
32, -3, 2, 20, 13, 22, 20, 14, 22, 27, 11, 16, 30, 16, 2,I
33, -3, 1, 18, 14, 23, 17, 14, 24, 23, 11, 18, 29, 13, 5,I
34, -2, 3, 18, 15, 24, 18, 15, 23, 25, 12, 17, 28, 16, 5,I
34, -2, 3, 19, 14, 23, 19, 15, 23, 24, 12, 17, 28, 15, 5,I
34, -3, 3, 19, 14, 24, 18, 14, 23, 25, 11, 17, 28, 15, 2,I
35, -3, 2, 18, 14, 23, 17, 15, 24, 23, 12, 18, 27, 16, 6,I
34, -4, 2, 18, 14, 24, 18, 15, 23, 24, 12, 17, 28, 16, 5,I
34, -4, 2, 18, 14, 23, 18, 15, 23, 24, 12, 18, 27, 17, 6,I
34, -3, 2, 18, 13, 23, 18, 15, 23, 24, 11, 18, 28, 16, 5,I
35, -2, 1, 18, 13, 24, 17, 14, 24, 24, 10, 19, 28, 14, 5,I
33, -6, 2, 18, 14, 24, 18, 14, 23, 25, 11, 19, 28, 17, 3,I
32, -2, 2, 19, 14, 23, 19, 15, 24, 25, 11, 19, 27, 23, 4,I
34, -2, 1, 18, 12, 25, 17, 13, 24, 24, 9, 20, 26, 19, 4,I
32, -3, 1, 18, 13, 24, 18, 13, 24, 25, 9, 19, 26, 21, 3,I
34, -5, 1, 18, 13, 25, 18, 13, 24, 25, 9, 19, 26, 20, 3,I
33, -4, 1, 17, 13, 25, 18, 14, 24, 24, 10, 19, 26, 22, 3,I
34, -3, 1, 18, 13, 24, 17, 13, 24, 24, 10, 20, 24, 21, 6,I
34, -4, 1, 18, 13, 25, 17, 14, 25, 24, 10, 21, 26, 18, 2,I
33, -3, 1, 18, 14, 24, 17, 14, 24, 23, 11, 20, 27, 20, 3,I
34, -3, 1, 17, 14, 24, 16, 15, 25, 22, 11, 21, 27, 16, 5,I
34, -4, 1, 16, 14, 25, 16, 15, 24, 23, 10, 20, 28, 17, 4,I
34, -4, 1, 17, 14, 25, 16, 15, 24, 22, 10, 20, 25, 16, 6,I
33, -5, 1, 17, 15, 24, 15, 16, 24, 22, 13, 22, 28, 15, 5,I
34, -4, 1, 17, 14, 24, 15, 15, 24, 21, 12, 21, 29, 16, 6,I
33, -4, 2, 17, 15, 23, 16, 16, 23, 22, 13, 21, 29, 16, 5,I
34, -4, 2, 17, 15, 24, 16, 16, 24, 22, 12, 21, 28, 15, 6,I
34, -5, 1, 16, 15, 24, 15, 16, 24, 21, 12, 21, 28, 15, 6,I
34, -5, 1, 16, 15, 24, 16, 16, 24, 22, 13, 20, 28, 17, 6,I
34, -6, 1, 16, 15, 24, 16, 16, 24, 22, 12, 20, 28, 16, 6,I
34, -6, 1, 16, 16, 24, 15, 16, 24, 22, 13, 20, 28, 16, 6,I
34, -6, 1, 16, 15, 25, 15, 16, 24, 21, 13, 20, 28, 15, 6,I
33, -5, 1, 17, 15, 24, 16, 16, 24, 21, 13, 20, 28, 16, 6,I
33, -5, 1, 16, 15, 24, 16, 16, 24, 22, 13, 20, 28, 15, 6,I
34, -22, -6, 9, 13, 28, 13, 13, 26, 23, 9, 19, 29, 12, -3,I
35, -2, 4, 20, 13, 24, 20, 13, 23, 25, 10, 17, 28, 16, 2,I
33, -1, 5, 19, 15, 22, 19, 15, 22, 24, 12, 18, 29, 17, 4,I
33, 1, 6, 22, 13, 22, 20, 13, 22, 25, 11, 18, 28, 15, 3,I
30, -2, 5, 22, 14, 21, 20, 14, 23, 26, 10, 17, 29, 16, 2,I
34, 0, 4, 19, 13, 23, 19, 14, 23, 24, 11, 18, 28, 16, 4,I
34, -2, 4, 18, 13, 24, 19, 14, 23, 24, 10, 18, 29, 15, 2,I
35, -1, 4, 19, 14, 24, 18, 14, 23, 24, 11, 19, 28, 15, 4,I
35, 10, 5, 19, 13, 24, 18, 14, 24, 22, 11, 20, 27, 15, 7,I
32, 3, 5, 20, 12, 24, 19, 13, 24, 24, 10, 18, 27, 17, 5,I
33, 2, 5, 20, 14, 22, 20, 15, 22, 24, 14, 17, 27, 20, 6,I
36, -4, 2, 19, 13, 24, 21, 13, 22, 26, 14, 15, 25, 22, 4,I
34, 2, 5, 21, 11, 22, 21, 11, 20, 24, 16, 16, 23, 22, 6,I
34, 0, 5, 22, 11, 22, 23, 13, 20, 24, 16, 16, 24, 22, 6,I
33, 0, 6, 22, 12, 22, 22, 13, 20, 24, 15, 16, 24, 21, 4,I
34, 1, 5, 21, 12, 22, 22, 13, 20, 23, 15, 17, 24, 21, 6,I
33, 1, 5, 21, 10, 23, 22, 13, 19, 22, 16, 16, 23, 20, 7,I
34, 4, 5, 22, 8, 22, 24, 13, 18, 21, 18, 16, 24, 22, 6,I
33, 6, 6, 25, 7, 21, 24, 13, 18, 24, 15, 17, 24, 21, 6,I
34, 2, 4, 22, 8, 22, 19, 17, 20, 22, 16, 18, 22, 21, 9,I
33, 0, 5, 22, 9, 21, 19, 17, 20, 23, 16, 17, 23, 21, 8,I
35, 0, 5, 22, 11, 21, 16, 16, 23, 21, 15, 19, 23, 20, 9,I
33, 1, 6, 23, 11, 20, 17, 16, 23, 21, 14, 19, 24, 20, 9,I
33, 2, 7, 24, 11, 19, 17, 18, 21, 21, 15, 19, 24, 18, 11,I
34, 0, 6, 23, 12, 20, 15, 17, 23, 20, 14, 20, 25, 18, 10,I
33, -3, 5, 22, 13, 20, 14, 19, 22, 20, 16, 20, 24, 18, 13,I
33, -1, 6, 22, 13, 20, 13, 19, 23, 19, 16, 21, 24, 17, 13,I
33, 3, 6, 21, 12, 20, 14, 18, 23, 20, 14, 20, 25, 18, 13,I
34, 1, 5, 20, 12, 24, 13, 17, 24, 18, 15, 21, 23, 15, 15,I
32, -5, 7, 17, 15, 23, 14, 20, 23, 19, 18, 21, 23, 19, 14,I
32, -5, 8, 17, 15, 24, 14, 18, 25, 19, 16, 21, 25, 17, 11,I
33, -3, 6, 17, 14, 25, 14, 16, 25, 19, 14, 21, 26, 17, 10,I
32, -1, 7, 15, 15, 25, 12, 17, 25, 17, 17, 22, 24, 16, 16,I
32, -3, 8, 15, 16, 24, 12, 19, 25, 17, 18, 22, 25, 15, 15,I
32, -8, 6, 15, 16, 25, 13, 19, 25, 19, 18, 21, 28, 17, 11,I
34, 0, 7, 18, 14, 25, 13, 17, 24, 16, 16, 23, 25, 11, 13,I
33, 1, 7, 19, 15, 24, 16, 17, 24, 17, 15, 22, 29, 13, 10,I
32, -1, 7, 19, 15, 23, 16, 17, 24, 19, 15, 23, 29, 11, 8,I
33, -7, 3, 13, 15, 26, 12, 17, 25, 16, 16, 25, 29, 12, 8,I
35, -9, 1, 11, 14, 28, 10, 16, 27, 14, 13, 27, 26, 13, 12,I
33, -2, 3, 15, 15, 26, 12, 17, 26, 15, 14, 26, 25, 18, 16,I
33, -2, 4, 17, 14, 25, 15, 15, 25, 18, 13, 24, 26, 18, 11,I
35, -4, 2, 15, 13, 26, 12, 15, 26, 14, 13, 26, 23, 14, 16,I
33, -4, 3, 16, 14, 25, 14, 15, 25, 18, 13, 24, 26, 17, 11,I
32, -4, 3, 16, 14, 25, 15, 15, 25, 17, 13, 24, 26, 17, 11,I
34, -4, 2, 15, 14, 26, 14, 15, 25, 17, 13, 24, 25, 17, 12,I
33, -4, 3, 16, 14, 25, 14, 16, 25, 17, 14, 24, 25, 18, 12,I
34, -3, 2, 15, 14, 26, 14, 15, 26, 17, 13, 25, 24, 16, 14,I
34, -4, 3, 16, 14, 25, 14, 16, 25, 17, 14, 23, 25, 18, 12,I
35, -5, 2, 14, 14, 26, 12, 16, 26, 15, 14, 25, 24, 15, 15,I
34, -6, 3, 15, 13, 25, 14, 16, 24, 16, 14, 24, 26, 16, 12,I
32, -2, 3, 17, 12, 24, 16, 14, 24, 19, 12, 23, 29, 18, 6,I
35, 2, 4, 16, 13, 24, 14, 15, 25, 16, 12, 25, 27, 15, 10,I
32, -2, 4, 18, 13, 24, 17, 14, 24, 20, 13, 23, 29, 16, 6,I
33, -1, 5, 18, 14, 24, 17, 15, 25, 19, 13, 23, 29, 16, 6,I
34, -1, 4, 18, 13, 24, 17, 14, 25, 19, 12, 24, 27, 15, 9,I
34, -1, 4, 18, 14, 24, 16, 15, 24, 18, 13, 24, 28, 14, 9,I
