acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,acc10,acc11,acc12,acc13,acc14,acc15,simbology
28, -19, -7, 32, -3, 5, 31, 7, -4, 24, 21, 1, 29, 12, 11,W
26, -18, -7, 32, -2, 4, 31, 7, -4, 24, 21, 1, 29, 12, 11,W
28, -17, -8, 34, -2, 0, 32, 9, -5, 23, 22, 4, 28, 12, 13,W
26, -19, -8, 37, -2, 1, 30, 12, -1, 24, 24, 3, 29, 14, 13,W
29, -19, -7, 33, -7, 5, 32, 8, -4, 25, 23, -2, 30, 14, 12,W
29, -19, -8, 33, -1, 2, 31, 8, -6, 24, 20, -1, 28, 13, 11,W
27, -17, -5, 31, -1, 4, 30, 7, -5, 24, 19, -1, 28, 13, 9,W
26, -23, -4, 32, -2, 2, 30, 4, -4, 26, 17, -3, 29, 13, 6,W
25, -19, -3, 30, -3, 4, 31, 3, -7, 26, 16, -4, 29, 14, 7,W
28, -19, -4, 31, -4, 6, 31, 5, -4, 26, 19, -2, 29, 14, 10,W
27, -18, -4, 31, -2, 4, 31, 6, -7, 25, 17, -3, 28, 13, 8,W
26, -21, -4, 32, -4, 5, 30, 5, -5, 25, 18, -3, 28, 13, 8,W
26, -20, -5, 31, -2, 5, 31, 6, -4, 24, 19, -2, 28, 13, 9,W
26, -19, -4, 32, -2, 5, 31, 6, -6, 24, 19, -4, 29, 14, 8,W
26, -20, -3, 32, -2, 6, 31, 6, -5, 24, 19, -4, 28, 14, 7,W
28, -18, -4, 32, -3, 4, 31, 4, -5, 26, 18, -4, 30, 13, 8,W
26, -18, -4, 31, -3, 5, 31, 4, -6, 26, 18, -5, 29, 13, 7,W
26, -20, -4, 27, -1, 11, 31, 3, -5, 26, 17, -5, 28, 14, 7,W
27, -17, -5, 32, -2, 5, 31, 6, -5, 25, 19, -3, 28, 13, 9,W
28, -16, -6, 31, -5, 4, 31, 3, -4, 26, 17, -2, 28, 11, 10,W
28, -18, -6, 31, -3, 6, 31, 5, -4, 26, 19, -2, 29, 13, 10,W
28, -17, -5, 32, -4, 5, 32, 5, -4, 26, 18, -3, 29, 13, 9,W
28, -18, -6, 32, -4, 5, 31, 5, -4, 26, 19, -3, 29, 12, 9,W
28, -18, -5, 32, -4, 5, 31, 5, -4, 26, 18, -3, 29, 12, 8,W
28, -18, -5, 32, -3, 6, 31, 5, -4, 26, 19, -3, 29, 13, 9,W
27, -17, -5, 31, -3, 6, 31, 5, -4, 25, 18, -3, 29, 13, 9,W
28, -17, -5, 32, -3, 6, 31, 5, -4, 26, 18, -3, 29, 12, 9,W
27, -18, -6, 32, -3, 7, 32, 6, -4, 25, 19, -3, 29, 13, 9,W
27, -18, -5, 31, -3, 6, 31, 5, -4, 25, 18, -3, 29, 13, 9,W
26, -18, -6, 32, -3, 6, 31, 5, -4, 25, 19, -3, 29, 13, 9,W
27, -18, -6, 31, -4, 6, 31, 5, -4, 26, 19, -2, 29, 13, 9,W
27, -18, -5, 31, -2, 6, 31, 6, -4, 26, 19, -3, 29, 13, 9,W
28, -16, -5, 32, -4, 6, 31, 5, -4, 26, 18, -3, 29, 12, 9,W
18, -24, -10, 27, 15, 9, 3, 24, 15, -7, 25, 15, -4, 17, 25,X
18, -23, -9, 27, 15, 9, 3, 24, 16, -7, 25, 17, -4, 16, 26,X
18, -24, -10, 27, 15, 10, 2, 24, 16, -8, 25, 16, -5, 17, 25,X
18, -24, -10, 27, 16, 10, 2, 25, 15, -8, 26, 16, -4, 18, 26,X
18, -24, -10, 27, 15, 9, 3, 25, 15, -7, 26, 16, -5, 18, 26,X
18, -23, -10, 26, 16, 9, 3, 25, 15, -7, 26, 16, -5, 17, 25,X
19, -24, -11, 26, 16, 11, 2, 25, 16, -8, 26, 17, -5, 18, 26,X
17, -25, -10, 27, 16, 10, 2, 25, 15, -8, 26, 16, -5, 18, 25,X
18, -24, -11, 27, 16, 10, 2, 25, 15, -8, 26, 16, -5, 18, 25,X
18, -25, -11, 26, 16, 11, 2, 25, 16, -9, 26, 16, -6, 18, 26,X
17, -26, -9, 27, 15, 9, 3, 24, 15, -7, 25, 16, -5, 17, 25,X
17, -25, -9, 27, 16, 9, 3, 25, 15, -7, 26, 15, -5, 18, 25,X
18, -25, -11, 26, 16, 11, 3, 26, 16, -9, 26, 17, -6, 17, 26,X
18, -25, -10, 26, 17, 9, 3, 26, 15, -9, 26, 16, -6, 18, 26,X
17, -24, -9, 27, 15, 8, 3, 24, 14, -7, 25, 16, -6, 17, 25,X
17, -25, -10, 27, 15, 9, 3, 24, 15, -8, 24, 16, -6, 17, 25,X
19, -24, -11, 27, 15, 9, 3, 25, 15, -8, 25, 16, -6, 17, 26,X
17, -26, -9, 26, 16, 10, 3, 26, 14, -8, 26, 16, -4, 19, 26,X
18, -25, -10, 27, 15, 10, 3, 24, 15, -9, 25, 16, -6, 18, 25,X
18, -25, -11, 27, 15, 10, 3, 25, 15, -9, 25, 15, -6, 18, 25,X
19, -25, -11, 26, 16, 11, 2, 26, 15, -10, 26, 16, -7, 19, 26,X
17, -25, -10, 27, 15, 10, 3, 24, 15, -8, 25, 15, -6, 18, 24,X
18, -25, -10, 26, 16, 10, 3, 25, 15, -9, 25, 16, -6, 18, 25,X
18, -25, -10, 27, 16, 10, 3, 25, 15, -9, 26, 16, -6, 18, 25,X
17, -25, -9, 27, 16, 10, 3, 25, 15, -8, 26, 16, -5, 19, 25,X
18, -24, -10, 27, 15, 10, 3, 25, 15, -8, 26, 15, -6, 18, 25,X
16, -24, -11, 27, 15, 10, 3, 24, 15, -8, 25, 15, -4, 18, 24,X
19, -23, -10, 27, 15, 10, 3, 24, 15, -8, 25, 16, -5, 17, 25,X
17, -27, -8, 27, 14, 10, 3, 24, 16, -8, 25, 16, -5, 17, 25,X
18, -25, -9, 27, 15, 10, 3, 24, 15, -8, 25, 15, -5, 17, 24,X
19, -25, -10, 26, 16, 11, 2, 25, 16, -9, 25, 16, -6, 19, 25,X
19, -25, -9, 27, 15, 11, 3, 24, 15, -9, 25, 16, -6, 18, 25,X
18, -25, -9, 26, 15, 11, 3, 24, 15, -8, 25, 16, -5, 18, 25,X
19, -25, -9, 26, 16, 12, 2, 25, 16, -9, 26, 16, -6, 18, 26,X
19, -24, -10, 26, 16, 11, 2, 25, 15, -8, 26, 16, -5, 19, 25,X
18, -24, -9, 26, 16, 10, 2, 25, 16, -8, 26, 16, -5, 18, 25,X
18, -25, -10, 26, 15, 11, 2, 25, 16, -8, 25, 15, -6, 18, 25,X
19, -24, -10, 26, 16, 10, 3, 25, 15, -8, 25, 16, -5, 18, 24,X
19, -24, -9, 26, 16, 11, 2, 25, 15, -10, 26, 15, -6, 19, 25,X
18, -25, -10, 26, 17, 12, 1, 26, 15, -10, 26, 15, -7, 19, 25,X
19, -24, -11, 26, 17, 12, 2, 26, 15, -9, 26, 15, -5, 20, 24,X
16, -27, -8, 26, 15, 12, 2, 25, 15, -9, 25, 14, -5, 19, 24,X
18, -26, -9, 26, 16, 12, 1, 25, 15, -10, 26, 15, -7, 19, 25,X
18, -26, -10, 26, 16, 12, 1, 25, 16, -9, 26, 15, -5, 19, 24,X
16, -26, -10, 26, 16, 12, 1, 26, 16, -10, 26, 15, -6, 19, 25,X
15, -26, -10, 26, 15, 12, 2, 25, 15, -8, 26, 14, -5, 19, 24,X
14, -28, -9, 26, 16, 13, 1, 25, 17, -9, 26, 15, -6, 19, 24,X
14, -28, -10, 26, 15, 12, 1, 25, 17, -9, 25, 16, -6, 18, 25,X
15, -26, -11, 25, 16, 13, 1, 26, 16, -9, 26, 15, -6, 19, 25,X
14, -27, -10, 26, 15, 13, 2, 25, 16, -8, 26, 15, -5, 19, 24,X
14, -28, -10, 26, 16, 13, 1, 26, 16, -9, 26, 15, -5, 19, 24,X
15, -26, -11, 25, 16, 13, 1, 26, 16, -9, 26, 15, -6, 20, 25,X
15, -27, -11, 26, 16, 13, 1, 25, 16, -9, 26, 15, -6, 19, 24,X
15, -27, -10, 25, 15, 14, 0, 24, 17, -8, 26, 15, -3, 18, 22,X
14, -28, -10, 27, 15, 11, 2, 25, 16, -9, 27, 15, -6, 20, 24,X
14, -27, -9, 26, 16, 11, 3, 25, 14, -8, 26, 14, -5, 19, 24,X
14, -28, -9, 26, 14, 12, 3, 25, 16, -8, 27, 14, -5, 20, 24,X
13, -28, -8, 28, 16, 9, 3, 25, 14, -8, 27, 13, -5, 20, 24,X
16, -29, -9, 27, 15, 10, 3, 24, 15, -9, 27, 14, -6, 20, 24,X
15, -28, -8, 28, 15, 10, 3, 25, 15, -9, 27, 13, -6, 20, 23,X
17, -26, -10, 28, 14, 10, 3, 24, 16, -9, 25, 15, -7, 19, 24,X
16, -26, -9, 27, 15, 9, 3, 24, 15, -9, 27, 14, -5, 20, 24,X
15, -27, -8, 27, 16, 9, 3, 25, 15, -8, 28, 14, -5, 21, 24,X
15, -28, -8, 27, 15, 10, 3, 24, 15, -9, 26, 14, -5, 20, 24,X
17, -26, -9, 26, 15, 10, 3, 24, 15, -9, 26, 14, -5, 20, 24,X
16, -26, -8, 27, 16, 9, 3, 25, 14, -9, 27, 14, -5, 20, 24,X
18, -26, -9, 27, 14, 9, 3, 24, 15, -8, 25, 14, -5, 20, 23,X
17, -25, -8, 27, 16, 9, 3, 26, 15, -9, 27, 14, -5, 20, 25,X
16, -28, -7, 27, 15, 9, 3, 24, 15, -8, 26, 14, -5, 20, 24,X
17, -25, -8, 28, 15, 9, 3, 24, 15, -8, 26, 14, -5, 20, 24,X
18, -25, -9, 27, 15, 10, 3, 25, 15, -9, 26, 14, -6, 20, 24,X
18, -26, -8, 28, 15, 9, 3, 24, 14, -7, 25, 12, -3, 17, 19,X
16, -26, -9, 25, 17, 12, 0, 26, 16, -9, 25, 13, -4, 21, 22,X
20, -25, -10, 24, 19, 13, -2, 27, 14, -11, 28, 14, -7, 20, 25,X
18, -27, -9, 24, 19, 11, -1, 26, 14, -10, 26, 14, -6, 19, 25,X
18, -25, -9, 24, 18, 11, -1, 25, 14, -9, 26, 14, -4, 19, 24,X
18, -26, -8, 25, 17, 10, 1, 25, 13, -8, 25, 14, -5, 18, 24,X
17, -26, -8, 25, 18, 10, 1, 26, 12, -8, 27, 13, -4, 19, 24,X
18, -25, -8, 25, 21, 10, -1, 27, 14, -11, 28, 14, -7, 20, 26,X
18, -25, -8, 25, 18, 9, -1, 25, 13, -10, 25, 14, -6, 18, 24,X
18, -25, -6, 24, 21, 7, 1, 26, 13, -9, 27, 14, -6, 19, 25,X
18, -24, -7, 25, 21, 6, 1, 26, 13, -10, 27, 14, -6, 19, 25,X
18, -25, -7, 25, 18, 7, 2, 26, 13, -9, 26, 13, -6, 19, 23,X
18, -25, -6, 27, 18, 6, 3, 25, 12, -8, 27, 12, -5, 19, 23,X
18, -21, -5, 25, 20, 3, 3, 25, 12, -8, 26, 13, -4, 19, 24,X
17, -26, -5, 25, 20, 5, 2, 25, 14, -9, 26, 13, -5, 19, 23,X
18, -26, -5, 24, 18, 6, 2, 25, 13, -9, 26, 13, -5, 19, 24,X
18, -26, -4, 25, 19, 3, 3, 25, 12, -8, 26, 12, -5, 19, 23,X
18, -26, -4, 24, 20, 4, 2, 26, 13, -9, 27, 13, -5, 20, 23,X
18, -26, -4, 25, 21, 4, 2, 26, 14, -10, 27, 14, -6, 19, 24,X
17, -28, -3, 24, 20, 6, 3, 27, 13, -8, 28, 12, -4, 20, 24,X
18, -27, -6, 26, 19, 5, 2, 26, 13, -9, 27, 13, -5, 20, 24,X
17, -27, -6, 26, 17, 6, 3, 25, 14, -9, 26, 12, -5, 20, 23,X
18, -26, -8, 27, 17, 7, 3, 26, 13, -9, 27, 13, -5, 21, 24,X
16, -26, -8, 27, 16, 8, 3, 25, 13, -8, 27, 14, -5, 19, 24,X
17, -25, -10, 27, 15, 9, 3, 25, 14, -9, 27, 14, -5, 19, 24,X
16, -25, -10, 27, 15, 10, 3, 25, 14, -9, 27, 13, -5, 20, 24,X
17, -26, -11, 28, 14, 12, 3, 25, 15, -9, 27, 14, -6, 20, 25,X
15, -27, -10, 27, 16, 12, 2, 26, 15, -10, 27, 13, -6, 20, 24,X
16, -26, -11, 27, 15, 12, 3, 25, 15, -10, 27, 13, -6, 20, 24,X
17, -24, -11, 27, 17, 10, 2, 26, 15, -11, 27, 14, -7, 20, 25,X
16, -26, -10, 27, 15, 12, 3, 26, 15, -9, 27, 14, -6, 20, 24,X
15, -27, -9, 27, 14, 12, 3, 25, 14, -8, 26, 13, -4, 20, 23,X
16, -27, -10, 26, 14, 12, 3, 26, 14, -8, 27, 13, -4, 20, 23,X
16, -26, -10, 28, 15, 10, 3, 26, 14, -9, 27, 13, -5, 20, 24,X
15, -25, -10, 27, 15, 11, 3, 25, 15, -9, 26, 13, -5, 19, 24,X
15, -26, -10, 27, 14, 11, 3, 25, 16, -9, 26, 14, -5, 19, 24,X
16, -25, -13, 27, 14, 12, 3, 25, 16, -9, 26, 14, -5, 19, 25,X
14, -26, -13, 27, 14, 13, 3, 26, 16, -9, 27, 14, -6, 20, 25,X
13, -26, -11, 27, 13, 12, 3, 24, 15, -8, 26, 13, -5, 19, 23,X
15, -26, -11, 27, 14, 12, 3, 25, 16, -10, 27, 14, -6, 20, 25,X
15, -26, -12, 27, 14, 13, 3, 25, 16, -9, 26, 14, -5, 20, 24,X
15, -26, -12, 27, 15, 13, 3, 25, 16, -9, 27, 14, -6, 19, 25,X
15, -25, -11, 26, 15, 12, 3, 25, 15, -9, 27, 13, -6, 20, 23,X
16, -27, -10, 27, 15, 12, 3, 25, 16, -9, 26, 14, -5, 19, 24,X
17, -25, -11, 26, 16, 12, 2, 26, 16, -9, 27, 14, -5, 20, 24,X
17, -25, -10, 27, 16, 12, 2, 26, 16, -9, 27, 14, -6, 20, 24,X
18, -25, -10, 27, 17, 11, 2, 27, 15, -10, 27, 14, -6, 21, 24,X
18, -26, -10, 26, 16, 11, 2, 26, 15, -9, 27, 14, -6, 20, 24,X
18, -26, -9, 27, 16, 11, 2, 26, 15, -10, 26, 14, -6, 20, 24,X
18, -25, -10, 26, 16, 12, 2, 26, 16, -10, 27, 14, -6, 20, 24,X
18, -25, -10, 26, 15, 11, 3, 25, 16, -9, 26, 14, -5, 20, 24,X
18, -25, -10, 27, 16, 11, 2, 26, 15, -9, 27, 13, -6, 20, 24,X
18, -25, -10, 27, 15, 11, 2, 25, 16, -9, 26, 14, -6, 19, 24,X
16, -25, -11, 26, 15, 12, 2, 25, 16, -10, 27, 14, -6, 20, 24,X
16, -25, -10, 26, 15, 12, 2, 26, 15, -9, 26, 14, -6, 20, 24,X
15, -26, -11, 26, 15, 13, 2, 26, 16, -9, 27, 13, -7, 20, 24,X
15, -27, -11, 26, 16, 13, 1, 27, 15, -11, 28, 13, -7, 21, 24,X
15, -27, -11, 26, 16, 14, 1, 26, 16, -10, 27, 13, -7, 20, 24,X
14, -26, -10, 26, 17, 13, 1, 27, 15, -10, 27, 12, -6, 21, 23,X
13, -27, -11, 26, 16, 13, 0, 26, 16, -11, 27, 13, -8, 21, 24,X
13, -27, -11, 25, 15, 14, 1, 25, 16, -10, 26, 13, -7, 20, 22,X
14, -26, -12, 25, 16, 14, 1, 26, 16, -10, 26, 13, -7, 20, 23,X
13, -26, -12, 25, 16, 13, 1, 26, 15, -10, 26, 12, -7, 20, 22,X
13, -28, -11, 25, 15, 14, 1, 25, 15, -10, 26, 12, -7, 20, 23,X
14, -27, -11, 25, 16, 14, 1, 26, 15, -10, 27, 12, -7, 21, 22,X
13, -27, -12, 25, 16, 15, 0, 26, 15, -11, 27, 13, -7, 21, 23,X
12, -28, -12, 25, 16, 15, 1, 27, 15, -10, 28, 13, -7, 22, 24,X
12, -26, -12, 26, 15, 13, 1, 25, 16, -10, 26, 13, -7, 21, 23,X
11, -28, -12, 25, 15, 15, 0, 26, 17, -11, 26, 13, -8, 21, 23,X
13, -27, -10, 25, 16, 13, 1, 26, 15, -10, 27, 12, -8, 21, 22,X
13, -28, -10, 25, 15, 13, 1, 26, 16, -10, 27, 13, -7, 21, 23,X
14, -27, -11, 25, 16, 14, 0, 26, 16, -11, 26, 13, -8, 21, 23,X
17, -26, -10, 25, 15, 13, 1, 26, 15, -10, 26, 13, -8, 20, 23,X
15, -27, -9, 25, 16, 13, 1, 26, 15, -10, 27, 12, -6, 21, 23,X
16, -26, -9, 27, 14, 10, 3, 25, 15, -9, 26, 13, -6, 20, 23,X
16, -27, -9, 26, 15, 12, 2, 26, 16, -9, 27, 13, -6, 20, 23,X
16, -28, -10, 25, 15, 13, 2, 27, 15, -10, 28, 14, -7, 21, 24,X
15, -26, -8, 28, 15, 9, 3, 25, 13, -8, 27, 12, -5, 21, 22,X
17, -27, -9, 27, 17, 11, 3, 28, 15, -11, 28, 14, -7, 21, 24,X
16, -27, -8, 27, 16, 10, 3, 26, 13, -9, 28, 11, -5, 22, 22,X
16, -27, -8, 28, 16, 9, 3, 26, 13, -9, 28, 12, -6, 21, 23,X
16, -26, -8, 27, 16, 9, 3, 25, 13, -9, 28, 12, -6, 21, 22,X
16, -27, -9, 27, 15, 10, 3, 25, 14, -9, 27, 12, -6, 21, 22,X
16, -27, -8, 27, 15, 9, 3, 25, 13, -9, 27, 12, -6, 21, 22,X
16, -27, -9, 28, 15, 10, 3, 25, 14, -10, 27, 12, -7, 21, 23,X
16, -26, -8, 27, 16, 9, 3, 26, 13, -9, 28, 11, -5, 21, 23,X
17, -27, -7, 27, 17, 9, 3, 26, 13, -8, 28, 12, -5, 22, 23,X
16, -26, -10, 27, 16, 10, 3, 25, 15, -9, 27, 12, -6, 21, 23,X
16, -26, -9, 27, 15, 9, 3, 25, 14, -9, 27, 12, -5, 21, 22,X
16, -26, -9, 27, 16, 10, 3, 26, 13, -9, 28, 11, -5, 21, 22,X
16, -26, -9, 27, 16, 9, 3, 26, 14, -9, 27, 12, -5, 21, 23,X
16, -26, -8, 27, 16, 10, 3, 26, 14, -9, 27, 13, -6, 21, 23,X
17, -27, -9, 27, 16, 10, 3, 26, 14, -9, 28, 13, -5, 21, 23,X
16, -27, -8, 26, 16, 10, 3, 26, 14, -10, 27, 12, -6, 21, 23,X
17, -26, -9, 27, 16, 9, 3, 26, 14, -8, 27, 12, -5, 21, 23,X
30, 5, -15, 15, 13, 27, 19, 13, 24, 23, 13, 21, 25, 20, 10,Y
30, 7, -16, 16, 10, 27, 19, 11, 24, 22, 11, 21, 24, 18, 12,Y
29, 6, -15, 16, 11, 27, 20, 10, 24, 23, 11, 20, 26, 19, 8,Y
30, 5, -15, 15, 11, 27, 19, 11, 25, 22, 11, 21, 25, 19, 10,Y
30, 6, -16, 15, 10, 27, 18, 11, 25, 21, 10, 22, 24, 17, 11,Y
31, 4, -15, 15, 12, 27, 19, 12, 25, 22, 12, 21, 24, 19, 10,Y
30, 5, -14, 16, 12, 26, 20, 12, 24, 23, 12, 20, 24, 20, 10,Y
29, 7, -15, 16, 11, 27, 19, 11, 24, 22, 11, 21, 25, 19, 10,Y
30, 7, -14, 17, 11, 26, 20, 11, 24, 23, 12, 20, 25, 19, 8,Y
31, 7, -14, 16, 11, 26, 20, 12, 23, 22, 12, 20, 24, 20, 10,Y
30, 6, -13, 17, 12, 26, 21, 12, 23, 23, 12, 19, 25, 20, 8,Y
31, 7, -14, 17, 12, 26, 20, 12, 24, 22, 12, 20, 24, 20, 9,Y
30, 6, -13, 16, 14, 26, 19, 13, 24, 22, 14, 20, 25, 21, 9,Y
27, 6, -14, 15, 11, 27, 20, 11, 24, 24, 11, 20, 25, 21, 9,Y
30, 8, -17, 16, 10, 27, 20, 11, 24, 22, 11, 20, 22, 17, 12,Y
31, 8, -18, 15, 11, 27, 19, 11, 24, 21, 11, 20, 20, 20, 11,Y
28, 5, -15, 15, 13, 26, 20, 14, 23, 24, 14, 19, 20, 23, 10,Y
29, 9, -16, 15, 13, 27, 19, 14, 23, 21, 14, 21, 22, 21, 11,Y
30, 8, -18, 15, 12, 27, 18, 13, 24, 21, 14, 21, 20, 21, 14,Y
29, 7, -16, 15, 13, 26, 19, 14, 23, 22, 14, 20, 21, 22, 12,Y
27, 8, -16, 15, 13, 26, 19, 13, 23, 22, 14, 20, 20, 22, 13,Y
29, 6, -16, 15, 13, 26, 19, 14, 23, 22, 14, 20, 21, 22, 11,Y
30, 6, -17, 15, 14, 26, 19, 14, 23, 22, 15, 20, 21, 22, 11,Y
29, 7, -17, 15, 13, 26, 19, 13, 24, 21, 14, 20, 20, 21, 12,Y
30, 5, -17, 16, 13, 26, 21, 14, 23, 23, 15, 19, 21, 23, 10,Y
30, 5, -18, 15, 12, 27, 19, 13, 24, 22, 14, 19, 21, 21, 11,Y
29, 6, -17, 15, 13, 26, 20, 13, 23, 22, 14, 19, 21, 22, 11,Y
29, 7, -16, 14, 14, 26, 18, 14, 23, 22, 15, 20, 20, 22, 13,Y
29, 6, -16, 15, 14, 26, 19, 14, 23, 22, 15, 20, 21, 23, 12,Y
30, 5, -15, 16, 12, 26, 19, 14, 23, 22, 15, 20, 20, 22, 11,Y
34, 5, -16, 15, 12, 27, 18, 13, 24, 21, 15, 20, 19, 23, 13,Y
30, 2, -15, 14, 14, 26, 19, 14, 23, 22, 16, 19, 18, 23, 13,Y
31, 8, -16, 15, 14, 26, 18, 14, 23, 21, 16, 19, 15, 22, 15,Y
30, 3, -16, 15, 14, 25, 20, 14, 22, 23, 15, 17, 19, 23, 9,Y
31, 7, -16, 14, 15, 26, 18, 15, 23, 21, 16, 19, 17, 24, 13,Y
30, 7, -16, 14, 14, 26, 18, 15, 23, 21, 16, 20, 17, 23, 14,Y
28, 2, -13, 15, 15, 25, 20, 14, 22, 23, 15, 17, 19, 24, 9,Y
30, 6, -15, 15, 14, 26, 19, 15, 23, 22, 15, 18, 18, 23, 8,Y
29, 4, -15, 14, 15, 26, 18, 15, 23, 22, 16, 19, 19, 25, 11,Y
30, 3, -15, 14, 15, 26, 18, 15, 23, 22, 16, 19, 19, 25, 8,Y
31, 3, -16, 15, 14, 26, 18, 15, 22, 22, 15, 19, 18, 23, 10,Y
30, 5, -15, 14, 14, 26, 18, 15, 23, 22, 15, 19, 19, 25, 11,Y
30, 3, -15, 14, 16, 25, 18, 16, 22, 21, 15, 19, 19, 24, 10,Y
31, 6, -15, 13, 16, 25, 17, 16, 23, 21, 16, 20, 19, 24, 10,Y
30, 2, -14, 14, 15, 25, 19, 16, 22, 22, 15, 19, 20, 24, 9,Y
31, 3, -15, 14, 15, 25, 18, 15, 22, 21, 14, 19, 19, 23, 10,Y
30, 4, -15, 14, 15, 26, 17, 16, 23, 20, 15, 20, 20, 21, 9,Y
29, 2, -14, 13, 16, 25, 18, 16, 23, 21, 16, 20, 22, 23, 9,Y
31, 4, -14, 13, 16, 26, 17, 17, 22, 20, 16, 19, 21, 22, 10,Y
30, 5, -14, 15, 15, 25, 18, 15, 23, 21, 15, 20, 21, 20, 8,Y
28, 2, -13, 13, 16, 25, 18, 16, 22, 22, 16, 18, 21, 25, 7,Y
32, 1, -15, 12, 17, 26, 16, 17, 23, 20, 16, 21, 17, 23, 13,Y
30, 6, -15, 14, 15, 26, 17, 16, 23, 20, 16, 20, 17, 23, 14,Y
30, 4, -15, 13, 14, 26, 18, 15, 23, 20, 15, 21, 17, 23, 12,Y
29, 3, -15, 15, 14, 25, 19, 14, 22, 22, 16, 18, 20, 24, 9,Y
27, 1, -14, 16, 12, 24, 20, 12, 21, 23, 14, 16, 21, 22, 7,Y
29, 7, -16, 15, 12, 25, 19, 12, 22, 21, 13, 19, 21, 21, 9,Y
30, 16, -14, 24, 11, 22, 25, 10, 19, 25, 12, 15, 21, 22, 6,Y
30, 14, -10, 22, 16, 22, 25, 15, 19, 26, 16, 15, 22, 26, 6,Y
30, 14, -10, 21, 16, 22, 25, 15, 19, 26, 15, 14, 23, 25, 4,Y
31, 12, -12, 19, 14, 23, 22, 14, 20, 23, 15, 16, 21, 22, 6,Y
29, 11, -10, 20, 14, 21, 23, 14, 19, 26, 15, 15, 22, 24, 5,Y
30, 11, -11, 20, 14, 22, 23, 13, 19, 25, 14, 15, 21, 23, 5,Y
30, 11, -11, 20, 14, 22, 23, 14, 19, 25, 15, 15, 22, 22, 6,Y
30, 11, -11, 20, 14, 23, 23, 14, 19, 24, 15, 16, 22, 22, 6,Y
30, 11, -11, 18, 14, 24, 22, 14, 20, 24, 14, 16, 22, 22, 6,Y
30, 10, -10, 19, 14, 22, 23, 14, 19, 24, 14, 15, 23, 23, 4,Y
29, 10, -9, 19, 15, 22, 23, 14, 19, 25, 15, 15, 23, 24, 6,Y
31, 11, -11, 19, 14, 23, 22, 13, 19, 24, 14, 16, 22, 22, 6,Y
29, 10, -9, 19, 15, 22, 23, 15, 19, 24, 16, 16, 22, 23, 6,Y
31, 10, -11, 18, 15, 23, 22, 14, 19, 24, 15, 15, 23, 23, 6,Y
30, 10, -10, 19, 15, 23, 23, 14, 19, 25, 15, 16, 23, 23, 6,Y
30, 10, -10, 18, 15, 23, 22, 15, 19, 24, 15, 16, 23, 23, 6,Y
32, 10, -11, 18, 15, 24, 22, 14, 19, 24, 15, 16, 22, 23, 6,Y
30, 10, -10, 18, 16, 22, 22, 15, 19, 24, 15, 15, 22, 23, 6,Y
31, 14, -14, 21, 12, 24, 23, 12, 21, 25, 12, 16, 23, 20, 6,Y
31, 10, -12, 19, 14, 23, 22, 14, 20, 24, 15, 16, 23, 22, 6,Y
29, 10, -11, 18, 14, 23, 22, 14, 20, 24, 14, 16, 23, 22, 6,Y
31, 10, -11, 18, 15, 23, 22, 15, 20, 24, 15, 16, 22, 23, 6,Y
31, 10, -11, 18, 15, 22, 21, 15, 20, 23, 15, 16, 21, 23, 7,Y
30, 10, -10, 19, 14, 23, 22, 15, 20, 24, 15, 16, 23, 23, 6,Y
30, 11, -12, 20, 13, 23, 23, 13, 20, 24, 14, 16, 22, 22, 6,Y
31, 10, -11, 16, 15, 24, 19, 14, 21, 21, 15, 17, 21, 22, 9,Y
31, 8, -9, 16, 17, 23, 20, 17, 20, 22, 18, 17, 21, 24, 8,Y
31, 8, -11, 17, 16, 24, 20, 16, 20, 22, 16, 17, 22, 23, 8,Y
31, 10, -11, 17, 16, 23, 21, 15, 20, 23, 16, 17, 22, 23, 8,Y
30, 9, -11, 17, 14, 24, 21, 15, 20, 23, 15, 17, 22, 21, 7,Y
31, 10, -10, 16, 16, 23, 19, 16, 20, 22, 17, 17, 22, 23, 9,Y
31, 10, -11, 19, 14, 23, 22, 14, 20, 24, 15, 17, 24, 22, 6,Y
31, 10, -10, 18, 15, 23, 21, 15, 21, 23, 16, 17, 22, 23, 8,Y
31, 10, -10, 18, 15, 23, 21, 15, 20, 23, 15, 16, 22, 22, 7,Y
31, 9, -10, 18, 15, 23, 21, 15, 19, 24, 15, 15, 23, 22, 6,Y
30, 9, -9, 17, 16, 23, 21, 16, 20, 23, 17, 16, 22, 23, 7,Y
30, 8, -10, 18, 14, 23, 21, 15, 20, 24, 15, 16, 23, 22, 7,Y
31, 10, -10, 19, 15, 23, 23, 14, 19, 24, 15, 16, 23, 22, 6,Y
31, 10, -11, 18, 14, 23, 21, 15, 20, 22, 15, 17, 22, 22, 8,Y
31, 10, -11, 19, 14, 23, 22, 14, 20, 24, 14, 16, 23, 21, 6,Y
31, 10, -11, 18, 14, 23, 21, 14, 20, 23, 15, 16, 22, 22, 7,Y
32, 10, -10, 19, 15, 23, 22, 15, 19, 24, 15, 16, 22, 22, 6,Y
32, 9, -10, 18, 15, 23, 22, 16, 20, 24, 16, 16, 23, 23, 6,Y
32, 10, -10, 19, 15, 23, 22, 15, 19, 24, 16, 16, 23, 22, 6,Y
